age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
72.0,State-gov,120733,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
26.0,Private,106856,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
70.0,?,293076,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30.0,United-States,<=50K
42.0,Private,341757,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,,<=50K
39.0,Private,299828,5th-6th,3,Separated,Sales,Unmarried,Black,Female,0,0,30.0,Puerto-Rico,<=50K
30.0,Private,255486,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,25.0,United-States,<=50K
60.0,?,174073,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40.0,United-States,<=50K
39.0,Private,136081,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,,United-States,<=50K
28.0,Private,272913,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30.0,Mexico,<=50K
24.0,Private,165107,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,133985,10th,6,Never-married,Craft-repair,Own-child,Black,Female,0,0,40.0,United-States,<=50K
42.0,Private,200187,Assoc-voc,11,Divorced,,Unmarried,White,Female,0,0,32.0,United-States,<=50K
47.0,Local-gov,204377,Some-college,10,Never-married,,Own-child,White,Female,0,0,20.0,,<=50K
27.0,Private,26326,Assoc-voc,11,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40.0,United-States,<=50K
46.0,Private,328669,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42.0,United-States,<=50K
51.0,Private,379797,10th,6,Married-civ-spouse,,Husband,Black,Male,0,0,40.0,,<=50K
65.0,Private,89681,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99.0,United-States,<=50K
54.0,Private,229983,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36.0,United-States,<=50K
,Private,291429,HS-grad,9,Never-married,,Own-child,White,Female,0,0,25.0,United-States,<=50K
43.0,Private,83827,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,24.0,United-States,<=50K
40.0,Private,168071,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,28.0,United-States,<=50K
23.0,Private,234663,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
17.0,Private,354493,11th,7,Never-married,Sales,Own-child,White,Male,0,0,6.0,,<=50K
36.0,Private,269722,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
44.0,Local-gov,68318,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,,United-States,<=50K
25.0,Private,198870,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,35.0,United-States,<=50K
21.0,Private,182614,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40.0,Poland,<=50K
21.0,Private,224640,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,,,<=50K
63.0,Private,287972,Bachelors,13,Widowed,Other-service,Other-relative,Black,Female,0,0,20.0,United-States,<=50K
55.0,Private,174260,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
37.0,State-gov,26898,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,,<=50K
54.0,Private,264143,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,,United-States,<=50K
32.0,Private,129020,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
35.0,Private,172252,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
41.0,Self-emp-not-inc,254818,Masters,14,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40.0,Peru,<=50K
48.0,Private,207982,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,,United-States,<=50K
61.0,Self-emp-not-inc,44983,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20.0,United-States,<=50K
24.0,Private,159580,Bachelors,13,Never-married,,Own-child,Black,Female,0,0,75.0,United-States,<=50K
18.0,Private,130849,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,17.0,United-States,<=50K
31.0,Self-emp-inc,41493,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45.0,,<=50K
18.0,Private,205894,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25.0,?,<=50K
31.0,Private,214235,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,65.0,United-States,<=50K
,Private,334999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,<=50K
,Private,410509,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40.0,United-States,<=50K
30.0,Private,27856,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,<=50K
,Private,349169,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Mexico,<=50K
39.0,Private,155961,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38.0,United-States,<=50K
41.0,Private,244945,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
34.0,Private,245211,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2036,0,30.0,United-States,<=50K
26.0,?,208994,Some-college,10,Never-married,?,Own-child,White,Male,0,0,12.0,United-States,<=50K
,Private,176949,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
20.0,Private,109952,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,40.0,United-States,<=50K
33.0,Private,213813,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40.0,United-States,<=50K
,Self-emp-not-inc,117310,HS-grad,9,Never-married,,Not-in-family,White,Female,0,1876,48.0,United-States,<=50K
31.0,Private,236391,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
,Private,67791,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,<=50K
37.0,Federal-gov,48779,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
30.0,?,159303,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,4.0,United-States,<=50K
26.0,Self-emp-not-inc,284343,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
32.0,Private,227931,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,216867,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,30.0,Mexico,<=50K
24.0,Private,216181,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
,Private,369825,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,4101,0,50.0,United-States,<=50K
,Self-emp-not-inc,111129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
39.0,Private,308945,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,50.0,,<=50K
24.0,Private,450695,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35.0,United-States,<=50K
,Private,142073,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55.0,,<=50K
39.0,Private,174242,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
20.0,?,216672,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30.0,United-States,<=50K
17.0,Private,89259,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15.0,United-States,<=50K
43.0,Self-emp-inc,179228,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65.0,,<=50K
42.0,Private,109501,5th-6th,3,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,31778,Bachelors,13,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
21.0,Private,364685,11th,7,Never-married,Tech-support,Own-child,White,Female,0,0,35.0,United-States,<=50K
35.0,Local-gov,331395,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42.0,United-States,<=50K
28.0,Private,198583,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,35.0,United-States,<=50K
31.0,Private,131633,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,202822,Some-college,10,Divorced,,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
,Private,369909,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20.0,United-States,<=50K
45.0,Private,265083,5th-6th,3,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,35.0,Mexico,<=50K
,Private,229148,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,35.0,,<=50K
46.0,Private,201595,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70.0,United-States,<=50K
43.0,Private,341204,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,,,<=50K
55.0,State-gov,294395,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,6849,0,,United-States,<=50K
26.0,Private,182194,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
45.0,Private,171540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,189565,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,68037,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
28.0,Private,239539,HS-grad,9,Married-spouse-absent,,Own-child,Asian-Pac-Islander,Male,0,0,40.0,,<=50K
38.0,Private,226311,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,0,0,25.0,United-States,<=50K
54.0,Private,87205,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
,Private,329925,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30.0,United-States,<=50K
48.0,Self-emp-not-inc,102102,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55.0,United-States,<=50K
33.0,Private,137421,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35.0,Japan,<=50K
41.0,Private,88368,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
,Private,211301,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,8.0,United-States,<=50K
30.0,?,101697,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,20.0,United-States,<=50K
30.0,Private,175413,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,35.0,United-States,<=50K
20.0,Private,117767,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
20.0,Private,159297,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,15.0,United-States,<=50K
21.0,Private,190805,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32.0,United-States,<=50K
25.0,Private,251854,11th,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40.0,United-States,<=50K
24.0,Private,165054,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,182246,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
54.0,Federal-gov,149596,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45.0,United-States,<=50K
28.0,Private,110145,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
48.0,Private,443377,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
,Private,217200,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
26.0,Private,248990,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,220589,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
46.0,Private,251786,1st-4th,2,Separated,Other-service,Not-in-family,White,Female,0,0,40.0,Mexico,<=50K
,Private,557349,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,,<=50K
60.0,Private,297261,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,15.0,United-States,<=50K
19.0,State-gov,165289,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,118712,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,35.0,United-States,<=50K
,Private,193215,Some-college,10,Married-civ-spouse,,Own-child,White,Male,0,0,50.0,United-States,<=50K
57.0,Private,124318,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45.0,United-States,<=50K
21.0,Private,149224,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30.0,United-States,<=50K
19.0,Private,240686,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25.0,United-States,<=50K
24.0,Private,59146,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,<=50K
73.0,Local-gov,232871,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,2228,0,10.0,United-States,<=50K
55.0,Private,157932,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
42.0,Private,334783,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,<=50K
,State-gov,243875,Assoc-voc,11,Divorced,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
32.0,Local-gov,223267,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48.0,,<=50K
,Private,147655,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
33.0,Private,123157,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,38.0,United-States,<=50K
,Private,73289,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
,Private,202153,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,129460,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,El-Salvador,<=50K
35.0,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
24.0,Private,330571,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,,United-States,<=50K
34.0,Private,153927,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,,United-States,<=50K
31.0,Local-gov,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
38.0,Private,357173,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,<=50K
21.0,?,201418,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30.0,United-States,<=50K
31.0,Private,86958,9th,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,,United-States,<=50K
,Private,250939,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35.0,United-States,<=50K
57.0,Self-emp-not-inc,771836,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Male,0,0,,United-States,<=50K
42.0,Self-emp-inc,173628,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,,<=50K
39.0,Private,70240,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40.0,Philippines,<=50K
58.0,?,53481,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,70.0,United-States,<=50K
28.0,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42.0,United-States,<=50K
29.0,Private,535978,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
25.0,Private,190628,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,,Columbia,<=50K
25.0,Private,124111,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
28.0,Self-emp-not-inc,38079,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55.0,,<=50K
34.0,Private,48935,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,,<=50K
41.0,Private,43556,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
,Private,160261,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,2377,35.0,Hong,<=50K
32.0,Federal-gov,145983,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40.0,United-States,<=50K
47.0,Private,178686,Assoc-voc,11,Never-married,,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,254613,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,Cuba,<=50K
21.0,Private,211385,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,35.0,Jamaica,<=50K
42.0,Private,222011,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,43.0,United-States,<=50K
55.0,Private,209962,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35.0,United-States,<=50K
21.0,?,133515,Assoc-acdm,12,Never-married,?,Own-child,White,Female,594,0,40.0,United-States,<=50K
39.0,Private,357173,HS-grad,9,Separated,,Unmarried,White,Male,0,0,40.0,United-States,<=50K
,Private,194971,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,52.0,China,<=50K
29.0,Self-emp-not-inc,245790,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,80.0,United-States,<=50K
25.0,Private,198163,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,,United-States,<=50K
32.0,Self-emp-inc,201314,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50.0,United-States,<=50K
45.0,Private,164210,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
41.0,State-gov,88913,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,36.0,United-States,<=50K
58.0,Self-emp-not-inc,231818,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,Greece,<=50K
36.0,Private,232874,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,336162,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40.0,United-States,<=50K
28.0,Private,207513,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,,United-States,<=50K
,Federal-gov,109598,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
38.0,Private,274907,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35.0,United-States,<=50K
51.0,Private,201127,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45.0,,<=50K
22.0,Private,158522,Some-college,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,35.0,United-States,<=50K
30.0,Private,234919,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40.0,El-Salvador,<=50K
68.0,Self-emp-not-inc,116903,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2149,40.0,United-States,<=50K
55.0,Private,169071,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,,United-States,<=50K
50.0,Private,74879,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,201635,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
21.0,Private,145964,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
66.0,Private,193132,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30.0,United-States,<=50K
71.0,?,100820,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,2489,15.0,United-States,<=50K
35.0,Private,270059,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,,United-States,<=50K
,Private,339506,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
53.0,Private,202720,9th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,0,0,75.0,Haiti,<=50K
29.0,Private,85572,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,,United-States,<=50K
43.0,Private,105119,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
23.0,Private,139187,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50.0,,<=50K
31.0,State-gov,227864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40.0,United-States,<=50K
26.0,Private,216010,HS-grad,9,Separated,Exec-managerial,Own-child,White,Female,0,0,40.0,United-States,<=50K
34.0,?,205256,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2885,0,80.0,United-States,<=50K
22.0,Private,64292,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40.0,,<=50K
36.0,Private,370767,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60.0,,<=50K
49.0,Private,168337,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,<=50K
75.0,?,164849,9th,5,Married-civ-spouse,?,Husband,Black,Male,1409,0,5.0,United-States,<=50K
26.0,State-gov,28366,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
44.0,Private,202466,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,,United-States,<=50K
59.0,Private,152731,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,<=50K
45.0,Private,178922,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
40.0,Private,87771,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45.0,United-States,<=50K
36.0,Private,154669,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55.0,,<=50K
69.0,Private,108196,9th,5,Never-married,Craft-repair,Other-relative,White,Male,2993,0,40.0,United-States,<=50K
31.0,Private,213002,12th,8,Never-married,,Not-in-family,White,Male,4650,0,50.0,United-States,<=50K
31.0,Private,226443,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,<=50K
49.0,Self-emp-not-inc,200471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
24.0,Private,456460,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,114292,Some-college,10,Never-married,,Unmarried,White,Male,0,0,40.0,United-States,<=50K
,Private,394474,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,,United-States,<=50K
42.0,Private,224203,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
27.0,Private,295289,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,30.0,United-States,<=50K
,?,107085,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,7.0,United-States,<=50K
35.0,State-gov,194828,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40.0,United-States,<=50K
64.0,Private,165020,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,<=50K
20.0,?,150084,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,25.0,United-States,<=50K
19.0,?,214087,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40.0,United-States,<=50K
23.0,Private,342946,11th,7,Never-married,Transport-moving,Own-child,White,Female,0,0,38.0,United-States,<=50K
26.0,Private,224361,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
,?,114204,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,13.0,United-States,<=50K
39.0,Private,197150,HS-grad,9,Divorced,,Unmarried,White,Male,0,0,50.0,El-Salvador,<=50K
71.0,Local-gov,337064,Masters,14,Widowed,,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
36.0,Private,156780,HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40.0,?,<=50K
42.0,Private,154374,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,58.0,United-States,<=50K
36.0,Private,120204,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
62.0,Private,135480,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,16.0,United-States,<=50K
21.0,Private,208503,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,10.0,United-States,<=50K
30.0,Private,172304,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,United-States,<=50K
75.0,Private,233362,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
18.0,Private,244571,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,10.0,United-States,<=50K
56.0,Private,191917,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,4101,0,40.0,United-States,<=50K
38.0,Private,193026,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,1408,,?,<=50K
,Private,196084,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,<=50K
35.0,State-gov,43712,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45.0,United-States,<=50K
40.0,Private,179524,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
58.0,Local-gov,283635,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
74.0,Private,101590,Prof-school,15,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,20.0,United-States,<=50K
33.0,Private,31481,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,24.0,United-States,<=50K
19.0,Private,607799,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,60.0,United-States,<=50K
39.0,Private,176101,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
63.0,Private,281237,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
,Private,375515,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20.0,,<=50K
26.0,Private,333541,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,24.0,United-States,<=50K
